index,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
894,2057533,4952321,Jami,78704,30.23903,-97.78709,Entire home/apt,123,2,3,10/12/2015,0.05,1,0
895,2059714,10293287,Ann,78704,30.2493,-97.77982,Entire home/apt,149,1,37,4/21/2019,0.74,8,357
896,2065053,422239,Cristina,78702,30.2598,-97.7362,Entire home/apt,138,2,252,5/1/2019,3.99,3,237
898,2077876,10617942,Mike,78758,30.36145,-97.7103,Entire home/apt,105,4,16,5/13/2019,0.76,1,144
899,2092733,80406,Dani,78704,30.2402,-97.74189,Entire home/apt,550,1,121,5/2/2019,2,11,142
900,2094758,10687718,Mark,78744,30.19909,-97.7307,Private room,70,2,3,3/12/2019,0.05,3,76
901,2095705,425516,Keturah,78746,30.24458,-97.78967,Entire home/apt,700,2,90,4/29/2019,1.4,2,343
902,2098455,5367671,Jeremy,78702,30.25939,-97.72571,Entire home/apt,119,3,30,4/2/2019,0.92,3,168
903,2104280,1488733,Brooke,78704,30.24304,-97.76121,Entire home/apt,447,1,50,4/28/2019,0.81,34,256
904,2119633,10808015,Barbara,78745,30.19412,-97.78942,Private room,52,30,7,12/7/2018,0.11,1,359
905,2123078,10824214,Dominique,78704,30.24857,-97.77203,Entire home/apt,179,2,30,3/8/2019,0.62,1,157
906,2124026,425706,Robert,78722,30.28283,-97.7082,Entire home/apt,160,2,154,1/31/2019,2.42,6,286
907,2124726,3538703,Mike,78702,30.27169,-97.7214,Entire home/apt,500,3,13,3/18/2019,0.26,5,0
908,2126912,1609994,Brennen & Sierra,78702,30.26898,-97.72794,Entire home/apt,590,2,2,1/10/2016,0.03,1,0
909,2130032,10694081,James,78722,30.28221,-97.71765,Entire home/apt,145,2,37,5/22/2017,0.61,1,0
910,2138579,2374829,John,78741,30.22553,-97.68813,Private room,60,1,10,12/16/2015,0.16,5,365
911,2138690,1421618,Diana,78729,30.4643,-97.7847,Private room,65,2,49,10/8/2018,0.84,4,0
912,2138750,1421618,Diana,78729,30.46265,-97.785,Entire home/apt,400,2,18,3/24/2019,0.36,4,0
913,2139352,2497240,Natasha,78702,30.25359,-97.71445,Entire home/apt,300,2,14,10/21/2018,0.22,1,255
914,2141987,9463145,Joi,78704,30.25838,-97.76602,Entire home/apt,2500,2,3,3/11/2018,0.05,2,173
915,2147231,10960502,Scarlett,78745,30.20988,-97.76775,Entire home/apt,80,30,12,7/1/2015,0.23,1,225
916,2149362,1681866,Allyson,78745,30.20274,-97.81398,Private room,150,3,1,12/30/2018,0.22,2,358
917,2149762,534546,Lisa,78702,30.2484,-97.72302,Entire home/apt,95,1,341,5/12/2019,5.31,1,89
918,2159637,11019897,Heather,78704,30.24751,-97.78538,Entire home/apt,479,2,1,6/2/2014,0.02,1,0
919,2160085,413801,Alex,78722,30.28838,-97.71968,Entire home/apt,295,2,42,5/5/2019,0.66,1,0
920,2165318,4762980,Guy,78757,30.37058,-97.72991,Private room,67,3,6,8/5/2016,0.12,2,90
921,2166668,7274391,Glenn,78704,30.23993,-97.7583,Entire home/apt,85,2,1,3/17/2014,0.02,1,0
922,2168813,5106595,Mary,78704,30.25208,-97.77896,Entire home/apt,545,3,19,3/11/2018,0.34,1,354
923,2174970,3820555,Justin&Becca,78702,30.2624,-97.73241,Entire home/apt,600,2,176,4/16/2019,3.14,2,290
924,2175968,11098213,Mary,78704,30.2402,-97.7515,Entire home/apt,150,30,2,4/2/2014,0.03,1,347
929,2189386,2863744,Jastine,78701,30.26707,-97.75022,Entire home/apt,411,5,19,4/7/2019,0.3,2,365
930,2193591,1246782,Glen,78731,30.34806,-97.76715,Private room,700,1,1,6/10/2014,0.02,1,0
932,2197361,1314232,Tianna,78745,30.20931,-97.81587,Entire home/apt,65,4,30,3/25/2019,0.47,1,0
933,2198635,11215879,Barton,78731,30.35099,-97.75034,Entire home/apt,205,2,40,4/14/2019,0.64,1,337
934,2200205,6386445,Nan,78704,30.24643,-97.75113,Entire home/apt,99,2,96,4/11/2019,1.67,3,218
935,2203136,7484327,Kimberly,78704,30.24488,-97.76005,Entire home/apt,2180,2,2,3/15/2016,0.04,2,0
936,2208270,11263914,David,78722,30.29446,-97.71255,Entire home/apt,135,2,96,5/4/2019,1.53,3,115
937,2210823,1671060,Abby,78757,30.35801,-97.72088,Private room,75,1,14,3/13/2019,0.22,1,365
938,2210863,11278384,Colin,78704,30.2381,-97.74837,Entire home/apt,49,100,21,12/31/2018,0.33,2,309
939,2217263,11278384,Colin,78704,30.24578,-97.75509,Entire home/apt,130,100,5,3/20/2018,0.1,2,363
941,2223634,80406,Dani,78704,30.24597,-97.74856,Entire home/apt,550,1,142,5/7/2019,2.32,11,133
942,2227221,1981922,Silvia,78704,30.25784,-97.77805,Entire home/apt,1550,4,2,11/28/2016,0.05,1,364
943,2227288,11366658,Atif,78746,30.25756,-97.78869,Private room,89,3,2,10/15/2014,0.03,1,0
945,2231056,11387520,John,78704,30.25014,-97.77013,Entire home/apt,88,2,149,5/6/2019,3.41,1,75
946,2232375,11393854,Jasmine,78745,30.20925,-97.76457,Entire home/apt,250,3,1,6/9/2016,0.03,1,0
947,2236988,11421571,Curtis,78746,30.27527,-97.84311,Entire home/apt,1200,3,5,3/18/2016,0.1,1,0
948,2241560,10477275,Ryan,78727,30.41999,-97.7247,Private room,59,1,48,5/12/2019,1.81,1,55
949,2243059,11263898,Rachel,78702,30.27873,-97.71619,Private room,95,1,74,4/28/2019,1.18,1,0
951,2248186,1807862,Rachael,78722,30.30237,-97.71358,Private room,50,1,56,3/26/2019,0.88,2,365
952,2248559,487072,Greg & Amanda,78759,30.40726,-97.73331,Entire home/apt,199,30,108,5/7/2019,1.7,10,241
953,2250002,11154017,Sergio,78731,30.34516,-97.75315,Private room,55,1,24,1/19/2019,0.63,1,317
954,2250253,627048,Lisa,78756,30.32266,-97.73276,Entire home/apt,200,3,1,3/22/2016,0.03,1,0
955,2254712,11514096,Cynthia & Bobby,78703,30.2916,-97.76038,Entire home/apt,195,1,371,5/12/2019,5.8,1,312
956,2255308,487072,Greg & Amanda,78731,30.32754,-97.75154,Entire home/apt,229,30,53,4/29/2019,0.85,10,252
957,2256931,7074543,Frankie,78721,30.26469,-97.68556,Private room,150,2,1,3/17/2014,0.02,1,365
958,2261171,8669707,Melissa,78748,30.18034,-97.79502,Entire home/apt,575,2,80,4/28/2019,1.27,1,295
959,2262922,7473565,Arden,78702,30.26583,-97.72053,Private room,41,2,29,4/29/2019,0.91,1,81
960,2266768,1507234,Kristine,78702,30.27548,-97.72628,Entire home/apt,57,1,363,5/9/2019,5.68,1,48
962,2273233,11606005,Michael,78702,30.25286,-97.73144,Entire home/apt,100,2,9,4/29/2019,0.23,2,293
963,2273498,4929310,Ryan,78701,30.26574,-97.73932,Entire home/apt,229,1,104,4/29/2019,1.65,25,304
965,2277691,9060478,Christina,78745,30.21955,-97.79601,Entire home/apt,400,3,2,3/17/2014,0.03,1,365
966,2278649,11636067,Taylor,78704,30.25786,-97.74845,Entire home/apt,125,2,18,5/2/2016,0.29,1,0
967,2282208,11655380,Jean,78702,30.25376,-97.72489,Entire home/apt,450,2,37,2/24/2019,0.65,1,337
969,2292088,11709535,Allen,78731,30.31039,-97.75409,Entire home/apt,998,3,2,3/18/2015,0.03,1,0
970,2292322,11710972,David,78702,30.25663,-97.73081,Entire home/apt,99,1,141,4/21/2019,2.24,2,344
971,2292679,387916,Caitlin,78702,30.26343,-97.71528,Entire home/apt,400,4,3,3/14/2019,0.05,1,0
972,2296386,9240919,John And Vivien,78736,30.25133,-97.92873,Private room,59,2,90,5/12/2019,1.43,2,347
974,2303293,11762795,Mandi,78704,30.24664,-97.78429,Entire home/apt,1000,1,3,5/15/2015,0.05,2,365
976,2304959,11772564,Sally,78751,30.30124,-97.71854,Entire home/apt,135,2,127,4/29/2019,2.02,1,311
977,2305197,11774281,Luke,78703,30.30092,-97.75272,Entire home/apt,650,3,1,3/19/2015,0.02,1,0
980,2310024,11795334,Holly,78701,30.26928,-97.73577,Entire home/apt,175,1,35,5/12/2015,0.56,1,0
981,2310634,1642301,Charles And Sarah,78703,30.27349,-97.75511,Entire home/apt,120,1,12,3/22/2016,0.2,1,0
982,2310990,8214644,Liz And Ben,78704,30.25506,-97.77325,Entire home/apt,250,3,34,3/14/2018,0.61,1,0
986,2315963,11826507,Chris,78741,30.22011,-97.73394,Entire home/apt,156,3,63,10/22/2018,1,1,0
987,2316065,11827627,Lorraine,78731,30.36109,-97.76756,Private room,88,2,12,10/21/2018,0.19,2,365
988,2316074,11827627,Lorraine,78731,30.36252,-97.76651,Private room,70,2,20,10/8/2018,0.31,2,180
990,2318394,7567467,Chalu,78752,30.32707,-97.68105,Private room,35,1,220,5/11/2019,3.5,7,90
992,2322667,11863622,Jon + Laura,78736,30.24647,-97.99533,Entire home/apt,225,2,20,10/7/2018,0.32,1,313
993,2324317,80406,Dani,78704,30.24165,-97.74084,Entire home/apt,550,1,66,4/21/2019,1.06,11,152
996,2326308,8686465,Rene & Thomas,78745,30.21789,-97.77657,Private room,39,1,169,4/15/2019,2.68,4,84
998,2332553,11849078,Elvia,78745,30.22695,-97.79759,Entire home/apt,300,2,6,5/2/2016,0.12,1,0
1000,2336368,11932614,Mari And Danny,78702,30.26064,-97.70652,Entire home/apt,99,2,171,3/31/2019,2.71,1,25
1001,2336937,7567467,Chalu,78752,30.32621,-97.68138,Private room,65,1,40,4/26/2019,0.63,7,9
1003,2339104,11897487,Melissa&Gary,78702,30.25313,-97.72214,Entire home/apt,282,3,2,3/18/2018,0.12,1,0
1007,2346097,11981626,Amy,78704,30.23605,-97.7489,Entire home/apt,400,2,2,2/9/2016,0.04,1,0
1008,2349236,11996653,Dorsey,78702,30.2653,-97.69992,Entire home/apt,150,2,312,5/12/2019,5.08,1,313
1009,2349328,80406,Dani,78704,30.24366,-97.74071,Entire home/apt,550,1,88,4/20/2019,1.49,11,145
1010,2349447,11997337,Jon,78704,30.2397,-97.75687,Entire home/apt,85,2,318,5/13/2019,5.01,1,129
1012,2352061,12026312,Cotton,78702,30.27201,-97.726,Entire home/apt,600,2,9,3/19/2016,0.14,1,0
1013,2354263,12022747,Kat And Steve,78703,30.27883,-97.7617,Entire home/apt,500,3,2,3/17/2016,0.03,1,0
1014,2354569,643086,Erica,78702,30.25606,-97.70041,Entire home/apt,101,2,7,10/16/2017,0.15,1,266
1015,2354956,5415088,Robert,78702,30.25696,-97.73263,Entire home/apt,300,1,82,4/7/2019,1.32,1,356
1016,2355505,11738525,Holly,78745,30.20874,-97.76853,Entire home/apt,114,2,21,4/30/2019,2.93,1,93
1017,2355556,9196522,Jaquelyn,78702,30.2593,-97.73204,Entire home/apt,1000,2,9,10/12/2016,0.2,1,0
1018,2355962,8734308,Jordan,78704,30.23013,-97.77911,Entire home/apt,308,1,2,10/7/2014,0.03,1,0
1020,2357048,12036969,Linda,78704,30.23109,-97.74619,Entire home/apt,200,1,6,3/19/2017,0.1,1,0
1021,2360031,12052171,Ellen,78701,30.26677,-97.75021,Entire home/apt,197,180,3,3/16/2016,0.06,1,15
1025,2366046,1181371,Stacia,78722,30.28919,-97.70833,Private room,85,1,7,11/20/2015,0.11,1,0
1026,2366328,12088051,Pam,78704,30.252,-97.74746,Private room,125,2,85,5/5/2019,1.35,2,358
1027,2367942,3197761,Sebastian,78703,30.26883,-97.75637,Private room,150,2,1,3/18/2015,0.02,1,0
1029,2368307,12100711,Jason,78745,30.21234,-97.78178,Private room,675,1,13,5/8/2019,4.48,1,84
1030,2371846,12088051,Pam,78704,30.24781,-97.74728,Private room,125,2,108,5/7/2019,1.71,2,353
1031,2372452,12119529,Sean,78704,30.25959,-97.77558,Entire home/apt,550,1,5,5/28/2018,0.09,1,361
1032,2373638,12126499,Tense,78705,30.29863,-97.74579,Entire home/apt,250,2,5,4/27/2019,0.08,1,365
1033,2373762,12127232,Yvette,78704,30.24999,-97.76923,Entire home/apt,700,1,1,10/12/2015,0.02,1,0
1035,2374311,1821807,Mike And Crystal,78702,30.26282,-97.71389,Entire home/apt,275,3,7,3/15/2016,0.11,1,0
1036,2377337,12145106,Elizabeth,78757,30.34302,-97.71955,Entire home/apt,72,2,78,5/6/2019,1.24,1,249
1037,2378661,768835,Wendy,78703,30.27562,-97.76069,Entire home/apt,230,2,19,4/13/2019,0.3,1,178
1038,2380176,4942608,Peach,78704,30.2618,-97.76172,Entire home/apt,600,3,11,10/15/2018,0.22,2,0
1039,2380227,1878090,Anna,78702,30.25454,-97.72006,Entire home/apt,475,1,1,3/19/2014,0.02,1,0
1044,2384420,12179673,JoAnn,78753,30.36894,-97.68091,Entire home/apt,900,1,1,3/12/2014,0.02,1,0
1045,2384600,5438507,Frank,78741,30.22472,-97.74374,Private room,149,1,1,3/18/2014,0.02,1,0
1047,2385103,12182520,Olivia,78703,30.27773,-97.75484,Entire home/apt,679,5,3,6/12/2015,0.06,1,0
1048,2385724,10172735,Ryan,78749,30.21327,-97.8868,Entire home/apt,400,3,2,11/20/2016,0.06,1,0
1050,2386534,12191357,Kieu,78757,30.34582,-97.73156,Entire home/apt,150,5,26,3/31/2019,0.68,1,287
1055,2390057,3227555,Lisa,78702,30.27344,-97.7238,Entire home/apt,350,2,127,5/7/2019,2.51,1,302
1056,2390109,2665483,Alexandra,78703,30.29681,-97.74968,Private room,93,1,112,2/17/2019,2.03,1,301
1057,2390894,12212172,Nicholas,78704,30.24739,-97.77064,Entire home/apt,115,2,136,5/10/2019,2.16,1,107
1060,2392323,11076074,Marcos,78704,30.23806,-97.75879,Private room,50,3,128,4/1/2019,2.08,2,180
1062,2394853,748835,Marshall + Alicia,78753,30.35715,-97.68427,Private room,50,1,100,5/10/2019,1.66,1,277
1065,2396602,5196648,Anthony & Hayley,78704,30.2367,-97.76038,Entire home/apt,159,1,208,5/13/2019,3.3,2,308
1066,2400693,11917124,Ian,78704,30.24161,-97.75759,Entire home/apt,711,2,7,5/8/2016,0.12,1,136
1067,2404206,1414067,Julie,78702,30.25865,-97.73264,Entire home/apt,168,2,166,5/12/2019,2.7,1,151
1069,2406820,12302442,Steve,78746,30.27668,-97.77974,Private room,95,2,5,3/22/2016,0.08,3,133
1070,2406879,12303203,Regina & Klaus,78734,30.35747,-97.96431,Private room,72,2,19,6/22/2015,0.31,1,129
1071,2406891,4250925,Reyna,78722,30.30212,-97.71117,Entire home/apt,115,2,7,3/31/2019,0.36,1,283
1074,2411898,177441,Ashley,78703,30.27512,-97.75706,Private room,95,1,32,5/2/2019,0.51,2,353
1075,2412822,3310761,Jessica  & Matt,78704,30.26252,-97.76554,Entire home/apt,400,1,2,1/31/2018,0.08,2,0
1076,2412870,6216629,Carly,78745,30.20609,-97.83402,Entire home/apt,199,2,3,3/20/2017,0.06,1,0
1077,2416095,3848423,Cory,78721,30.28041,-97.68349,Entire home/apt,200,3,3,3/18/2018,0.06,1,0
1078,2417854,12356977,Karen,78757,30.35302,-97.73549,Entire home/apt,66,30,6,5/9/2019,0.1,3,277
1079,2418647,7335335,Lorna,78731,30.32248,-97.7481,Entire home/apt,189,2,126,4/28/2019,2.11,2,295
1080,2420341,11094748,Preston,78744,30.19805,-97.73202,Private room,40,1,4,3/16/2018,0.07,2,0
1082,2423034,11190398,Chichan,78722,30.28603,-97.71427,Private room,75,2,1,4/9/2014,0.02,1,364
1083,2423468,11897676,Gale (Audrianna),78733,30.34739,-97.85941,Entire home/apt,245,2,8,3/16/2019,0.13,3,286
1084,2423840,832736,Jess And Jonathan,78703,30.27452,-97.75968,Entire home/apt,350,1,11,10/8/2018,0.2,1,135
1085,2424756,12392398,Adriana,78704,30.25786,-97.75266,Entire home/apt,135,1,1,3/10/2014,0.02,1,0
1087,2426219,12401124,Sam,78745,30.212,-97.77547,Entire home/apt,260,4,1,3/11/2014,0.02,1,0
1089,2426329,5628095,Luke,78704,30.25635,-97.74354,Entire home/apt,575,1,2,3/13/2014,0.03,1,0
1092,2426905,4929310,Ryan,78701,30.26642,-97.74085,Entire home/apt,395,1,137,4/21/2019,2.2,25,308
1094,2431123,12208836,Patience,78702,30.25586,-97.72713,Entire home/apt,550,1,3,5/7/2014,0.05,1,365
1095,2431295,12426659,Patrick,78748,30.18789,-97.82263,Private room,30,29,36,10/7/2018,0.57,2,290
1096,2432292,2350380,Nessa,78704,30.24907,-97.77688,Entire home/apt,300,1,15,5/20/2018,0.34,3,361
1097,2432311,12432655,Nicole,78754,30.35636,-97.64152,Private room,50,1,209,4/21/2019,3.31,1,142
1102,2440391,12393286,Nicole,78702,30.26386,-97.714,Entire home/apt,399,30,4,4/9/2017,0.09,1,231
1105,2442377,12486058,Yvonne,78759,30.38665,-97.75699,Private room,48,2,22,4/20/2019,0.39,1,57
1107,2445969,834006,Rob,78753,30.38848,-97.67857,Entire home/apt,160,2,31,4/21/2019,1.03,1,0
1108,2446434,243565,Dorothy,78702,30.26164,-97.72772,Entire home/apt,100,30,5,3/15/2017,0.08,1,229
1109,2447244,7764443,Joyce,78704,30.24258,-97.75508,Entire home/apt,190,30,9,8/4/2015,0.14,1,225
1112,2451651,12131706,Pepper,78757,30.34097,-97.75052,Private room,70,2,9,12/9/2018,0.18,1,364
1113,2452800,12541452,Sam And Elena,78702,30.26523,-97.71956,Entire home/apt,82,3,150,4/15/2019,2.38,2,91
1114,2453663,12546820,Morgan,78741,30.2257,-97.69448,Private room,40,1,17,1/1/2016,0.27,1,0
1116,2454131,12549104,Brandi,78704,30.23491,-97.78791,Entire home/apt,300,1,1,3/18/2014,0.02,1,0
1117,2454556,8686465,Rene & Thomas,78745,30.21902,-97.77605,Private room,69,1,275,4/16/2019,4.42,4,82
1118,2454577,10467446,Tim,78756,30.31202,-97.74865,Entire home/apt,295,3,2,8/6/2016,0.03,1,0
1120,2455040,1859696,Elva,78757,30.33229,-97.73099,Entire home/apt,180,14,2,8/6/2016,0.03,2,0
1122,2458182,2965368,Maria,78704,30.2382,-97.74129,Private room,70,1,16,3/22/2016,0.27,1,0
1124,2459536,579290,Jay,78701,30.26459,-97.74076,Entire home/apt,460,2,44,3/31/2019,0.7,25,312
1125,2459802,6364170,Adriana,78703,30.29557,-97.77981,Entire home/apt,470,3,79,5/6/2019,1.56,2,319
1127,2460980,12584017,Beth,78704,30.22723,-97.76599,Entire home/apt,1100,3,2,1/28/2015,0.03,2,263
1128,2461046,12584341,Jason,78704,30.24258,-97.78124,Entire home/apt,125,3,1,5/28/2014,0.02,1,0
1129,2461349,12586038,Avery,78705,30.29264,-97.74351,Shared room,120,1,1,3/21/2015,0.02,1,0
1130,2461357,12586048,Alexa,78723,30.30056,-97.69079,Entire home/apt,111,3,51,4/29/2019,0.81,1,347
1132,2464818,12604026,Sarah,78741,30.23409,-97.73256,Entire home/apt,70,1,172,5/5/2019,3.87,3,7
1135,2466535,12435810,Auburn,78704,30.2344,-97.76913,Entire home/apt,160,2,26,5/29/2017,0.41,1,16
1138,2467411,12618573,Bevyn,78741,30.23306,-97.71274,Private room,91,1,8,3/16/2017,0.13,1,0
1145,2476940,12668275,Sarah,78753,30.38864,-97.6606,Private room,159,2,24,7/22/2018,0.47,1,0
1146,2477149,10016722,Michael,78736,30.24592,-97.91107,Entire home/apt,150,2,34,1/1/2019,0.55,1,277
1150,2482916,12392861,Erin,78736,30.25236,-97.91142,Entire home/apt,450,2,23,5/5/2019,0.37,1,199
1156,2488935,965847,Stacy,78702,30.27816,-97.7119,Entire home/apt,650,3,1,3/17/2014,0.02,1,0
1157,2488976,6091604,Neeraj,78704,30.26118,-97.76223,Private room,165,1,7,10/14/2018,0.16,2,0
1158,2489196,12302442,Steve,78746,30.27491,-97.77822,Private room,95,2,7,10/16/2017,0.11,3,133
1160,2492407,5242228,Steve & Monica,78702,30.27218,-97.71613,Entire home/apt,120,2,97,5/12/2019,1.6,1,34
1161,2493385,12761140,Brittany,78723,30.29688,-97.70107,Entire home/apt,250,1,96,4/7/2019,2.74,4,244
1162,2493678,12677497,Christopher,78703,30.30307,-97.75708,Entire home/apt,375,1,1,3/19/2015,0.02,1,0
1163,2493819,12763269,Nadra,78702,30.26063,-97.70723,Entire home/apt,400,2,4,5/21/2017,0.1,2,364
1165,2496083,12121137,Harrison,78702,30.26392,-97.71606,Private room,75,1,55,5/12/2019,1.09,1,60
1166,2496138,408793,Jason,78702,30.25301,-97.7244,Entire home/apt,297,1,213,5/5/2019,3.59,6,149
1170,2500385,1770424,Jason,78702,30.27871,-97.72288,Entire home/apt,99,1,400,5/1/2019,6.39,5,335
1171,2501144,12223312,Peter,78702,30.26502,-97.70161,Private room,100,1,1,3/18/2014,0.02,1,0
1173,2501888,12806524,Paul,78746,30.28634,-97.81048,Private room,88,1,112,4/14/2019,1.78,1,316
1174,2502288,12808722,Jw,78705,30.29854,-97.74529,Private room,115,2,2,3/25/2015,0.03,1,0
1176,2502568,12399505,Jay,78701,30.26995,-97.73817,Entire home/apt,350,3,73,4/15/2019,1.17,1,232
1177,2502923,12812402,Andrew,78704,30.24908,-97.75163,Entire home/apt,150,1,302,4/21/2019,4.79,1,342
1179,2509662,12435361,Craig,78741,30.22385,-97.72135,Entire home/apt,196,3,1,3/16/2015,0.02,1,0
1180,2512464,12789217,Xin,78746,30.29759,-97.82612,Private room,63,21,29,3/26/2019,0.46,2,278
1183,2514883,12789217,Xin,78746,30.29698,-97.82666,Private room,51,5,35,4/8/2019,0.56,2,281
1185,2516299,2961708,Joe,78705,30.28715,-97.72562,Entire home/apt,140,2,12,10/8/2018,0.19,1,76
1186,2519952,7025084,Trevor,78751,30.30714,-97.7243,Entire home/apt,200,1,1,3/15/2015,0.02,1,0
1187,2521003,9599503,Billy,78704,30.25611,-97.75612,Entire home/apt,125,2,154,4/29/2019,2.44,1,114
1190,2524101,12923614,Laura,78745,30.2122,-97.76097,Private room,59,1,31,4/1/2019,0.61,3,356
1191,2524955,12928071,David,78703,30.27407,-97.75394,Entire home/apt,200,2,168,10/21/2018,2.69,1,304
1192,2526099,5091069,Drew,78752,30.33542,-97.71615,Entire home/apt,120,1,16,10/21/2018,0.28,1,0
1194,2529203,12951616,Kit,78704,30.24848,-97.75377,Entire home/apt,198,2,19,11/10/2015,0.3,1,164
1195,2532612,12719949,Deana,78722,30.29234,-97.7207,Private room,65,1,49,6/10/2017,0.78,1,0
1196,2539594,3781862,Victoria,78744,30.19736,-97.69462,Private room,23,30,104,4/21/2019,1.66,2,365
1197,2546012,13035711,Stephanie,78704,30.24337,-97.77732,Entire home/apt,200,30,17,10/13/2018,0.28,1,318
1198,2546818,13040118,Edward,78704,30.23424,-97.78619,Entire home/apt,73,3,28,3/28/2019,0.45,1,329
1200,2553559,13074484,Shane,78741,30.24209,-97.73227,Entire home/apt,500,1,1,3/18/2015,0.02,1,365
1201,2553977,1844303,Genny,78723,30.29895,-97.69834,Private room,120,3,10,3/12/2019,0.26,1,0
1203,2558549,13098390,Ross,78751,30.30697,-97.71961,Entire home/apt,600,1,4,5/5/2019,0.28,1,361
1204,2566227,13139096,Gina,78731,30.31322,-97.75009,Private room,110,1,36,5/5/2019,1.85,1,8
1205,2583106,13226397,Pam And Mark,78737,30.2152,-97.98252,Entire home/apt,115,2,49,4/29/2019,0.82,1,166
1206,2585785,13239716,Rashad,78703,30.27612,-97.7558,Private room,200,1,32,4/14/2019,0.73,1,12
1207,2592427,1834167,Grace Marie,78722,30.28404,-97.71702,Entire home/apt,75,1,282,5/5/2019,4.58,4,300
1208,2594010,13281188,Benjamin,78704,30.25378,-97.76541,Private room,89,2,1,2/26/2017,0.04,1,0
1209,2626803,3531868,Alyssa,78702,30.25369,-97.72547,Entire home/apt,800,2,1,3/16/2015,0.02,1,0
1210,2637570,45418,Pauline,78704,30.23504,-97.74902,Private room,30,2,142,4/27/2019,2.82,3,70
1211,2639623,11897676,Gale (Audrianna),78733,30.34707,-97.85713,Entire home/apt,105,2,24,4/30/2019,0.41,3,286
1212,2650844,13569418,Nathan,78734,30.37566,-97.92242,Entire home/apt,450,3,106,4/28/2019,1.71,1,97
1213,2657000,10010707,Francene,78757,30.35345,-97.73548,Entire home/apt,80,30,12,2/8/2019,0.2,1,258
1214,2663425,13208189,Bret,78704,30.24996,-97.73957,Entire home/apt,899,2,46,4/21/2019,0.79,1,157
1215,2665394,5367671,Jeremy,78702,30.26337,-97.7172,Entire home/apt,786,2,95,4/7/2019,1.71,3,146
1217,2691971,13777116,Laura,78702,30.25391,-97.73357,Entire home/apt,600,1,48,3/12/2019,0.78,10,161
1218,2702956,880571,Angel,78702,30.27361,-97.71879,Entire home/apt,125,2,292,4/23/2019,4.75,10,337
1219,2708067,579290,Jay,78704,30.24407,-97.78512,Entire home/apt,316,3,25,4/28/2019,0.43,25,223
1220,2710898,9983041,Fiore,78721,30.26732,-97.68608,Entire home/apt,85,2,46,4/28/2019,0.78,1,83
1221,2716088,13898735,Vanessa,78759,30.37638,-97.74106,Entire home/apt,150,2,65,5/4/2019,1.41,1,297
1222,2722858,13933587,LaShawn,78756,30.32114,-97.74305,Entire home/apt,399,1,7,3/14/2019,0.13,1,358
1224,2736478,14001503,Ramona,78703,30.30268,-97.75163,Entire home/apt,120,7,2,11/14/2018,0.3,1,227
1225,2746300,376422,Derek,78757,30.35755,-97.72884,Entire home/apt,75,30,16,12/1/2018,0.3,1,133
